date,time,away_team,home_team,away_odds,home_odds,away_score,home_score
09 Aug 2025,,Toronto Blue Jays,Los Angeles Dodgers,+129,-154,1,9
09 Aug 2025,,Boston Red Sox,San Diego Padres,+114,-135,4,5
09 Aug 2025,,Colorado Rockies,Arizona Diamondbacks,+179,-222,5,6
09 Aug 2025,,Miami Marlins,Atlanta Braves,-110,-110,6,8
09 Aug 2025,,Chicago Cubs,St.Louis Cardinals,-125,+104,9,1
09 Aug 2025,,Philadelphia Phillies,Texas Rangers,+114,-135,3,2
09 Aug 2025,,Cleveland Guardians,Chicago White Sox,-139,+118,3,1
09 Aug 2025,,Kansas City Royals,Minnesota Twins,-120,+100,2,0
09 Aug 2025,,New York Mets,Milwaukee Brewers,+100,-120,4,7
09 Aug 2025,,Athletics,Baltimore Orioles,-105,-115,11,3
09 Aug 2025,,Cincinnati Reds,Pittsburgh Pirates,-110,-110,2,1
09 Aug 2025,,Los Angeles Angels,Detroit Tigers,+114,-137,7,4
09 Aug 2025,,Washington Nationals,San Francisco Giants,+140,-167,4,2
09 Aug 2025,,Houston Astros,New York Yankees,-110,-110,4,5
09 Aug 2025,,Miami Marlins,Atlanta Braves,-105,-115,1,7
08 Aug 2025,,Washington Nationals,San Francisco Giants,+140,-167,0,5
08 Aug 2025,,Toronto Blue Jays,Los Angeles Dodgers,+114,-135,1,5
08 Aug 2025,,Colorado Rockies,Arizona Diamondbacks,+179,-222,1,6
08 Aug 2025,,Boston Red Sox,San Diego Padres,+145,-175,10,2
08 Aug 2025,,Tampa Bay Rays,Seattle Mariners,+110,-130,2,3
08 Aug 2025,,Chicago Cubs,St.Louis Cardinals,-167,+140,0,5
08 Aug 2025,,Kansas City Royals,Minnesota Twins,+114,-135,4,9
08 Aug 2025,,New York Mets,Milwaukee Brewers,+125,-149,2,3
08 Aug 2025,,Philadelphia Phillies,Texas Rangers,-130,+110,9,1
08 Aug 2025,,Cleveland Guardians,Chicago White Sox,-135,+114,9,5
08 Aug 2025,,Miami Marlins,Atlanta Braves,-125,+104,5,1
08 Aug 2025,,Los Angeles Angels,Detroit Tigers,+240,-303,5,6
08 Aug 2025,,Athletics,Baltimore Orioles,+104,-125,2,3
08 Aug 2025,,Houston Astros,New York Yankees,+100,-120,5,3
08 Aug 2025,,Cincinnati Reds,Pittsburgh Pirates,-130,+110,2,3
07 Aug 2025,,Miami Marlins,Atlanta Braves,-141,+120,6,8
07 Aug 2025,,Cincinnati Reds,Pittsburgh Pirates,+140,-169,0,7
07 Aug 2025,,Chicago White Sox,Seattle Mariners,+229,-294,3,4
07 Aug 2025,,Athletics,Washington Nationals,-149,+125,6,0
06 Aug 2025,,San Diego Padres,Arizona Diamondbacks,-133,+110,3,2
06 Aug 2025,,Chicago White Sox,Seattle Mariners,+220,-278,6,8
06 Aug 2025,,Milwaukee Brewers,Atlanta Braves,+110,-130,5,4
06 Aug 2025,,Kansas City Royals,Boston Red Sox,+118,-139,7,3
06 Aug 2025,,Athletics,Washington Nationals,-143,+120,1,2
06 Aug 2025,,Houston Astros,Miami Marlins,-105,-115,4,6
06 Aug 2025,,St.Louis Cardinals,Los Angeles Dodgers,+179,-222,5,3
06 Aug 2025,,Tampa Bay Rays,Los Angeles Angels,-120,+100,5,4
06 Aug 2025,,Toronto Blue Jays,Colorado Rockies,-278,+220,20,1
06 Aug 2025,,New York Yankees,Texas Rangers,-130,+110,3,2
06 Aug 2025,,Cincinnati Reds,Chicago Cubs,+110,-130,1,6
06 Aug 2025,,Cleveland Guardians,New York Mets,+150,-182,4,1
06 Aug 2025,,Minnesota Twins,Detroit Tigers,+165,-200,9,4
06 Aug 2025,,Baltimore Orioles,Philadelphia Phillies,+145,-179,5,1
06 Aug 2025,,San Francisco Giants,Pittsburgh Pirates,-149,+125,4,2
05 Aug 2025,,St.Louis Cardinals,Los Angeles Dodgers,+150,-182,6,12
05 Aug 2025,,San Diego Padres,Arizona Diamondbacks,-125,+104,10,5
05 Aug 2025,,Chicago White Sox,Seattle Mariners,+200,-250,3,8
05 Aug 2025,,Tampa Bay Rays,Los Angeles Angels,+110,-130,7,3
05 Aug 2025,,Toronto Blue Jays,Colorado Rockies,-238,+195,10,4
05 Aug 2025,,Cincinnati Reds,Chicago Cubs,+154,-189,5,1
05 Aug 2025,,New York Yankees,Texas Rangers,+110,-130,0,2
05 Aug 2025,,Milwaukee Brewers,Atlanta Braves,-149,+125,7,2
05 Aug 2025,,Kansas City Royals,Boston Red Sox,+200,-250,2,6
05 Aug 2025,,Cleveland Guardians,New York Mets,+135,-161,3,2
05 Aug 2025,,Athletics,Washington Nationals,+114,-135,16,7
05 Aug 2025,,Baltimore Orioles,Philadelphia Phillies,+120,-143,0,5
05 Aug 2025,,Minnesota Twins,Detroit Tigers,+125,-149,6,3
05 Aug 2025,,Houston Astros,Miami Marlins,-115,-105,7,3
05 Aug 2025,,San Francisco Giants,Pittsburgh Pirates,-143,+120,8,1
04 Aug 2025,,St.Louis Cardinals,Los Angeles Dodgers,+145,-175,3,2
04 Aug 2025,,San Diego Padres,Arizona Diamondbacks,-130,+110,2,6
04 Aug 2025,,Tampa Bay Rays,Los Angeles Angels,-102,-118,1,5
04 Aug 2025,,Toronto Blue Jays,Colorado Rockies,-222,+179,15,1
04 Aug 2025,,Cincinnati Reds,Chicago Cubs,+114,-135,3,2
04 Aug 2025,,New York Yankees,Texas Rangers,-139,+114,5,8
04 Aug 2025,,Milwaukee Brewers,Atlanta Braves,-139,+114,3,1
04 Aug 2025,,Kansas City Royals,Boston Red Sox,+140,-167,5,8
04 Aug 2025,,Cleveland Guardians,New York Mets,+165,-200,7,6
04 Aug 2025,,Baltimore Orioles,Philadelphia Phillies,+170,-208,3,13
04 Aug 2025,,Minnesota Twins,Detroit Tigers,+154,-189,3,6
04 Aug 2025,,Houston Astros,Miami Marlins,+114,-135,8,2
04 Aug 2025,,San Francisco Giants,Pittsburgh Pirates,-130,+110,4,5
03 Aug 2025,,Detroit Tigers,Philadelphia Phillies,+154,-189,0,2
03 Aug 2025,,St.Louis Cardinals,San Diego Padres,+165,-200,3,7
03 Aug 2025,,Texas Rangers,Seattle Mariners,-143,+120,4,5
03 Aug 2025,,Chicago White Sox,Los Angeles Angels,+114,-135,5,8
03 Aug 2025,,Arizona Diamondbacks,Athletics,+110,-130,6,4
03 Aug 2025,,Pittsburgh Pirates,Colorado Rockies,-154,+129,9,5
03 Aug 2025,,Baltimore Orioles,Chicago Cubs,+154,-189,3,5
03 Aug 2025,,Minnesota Twins,Cleveland Guardians,+140,-169,5,4
03 Aug 2025,,New York Yankees,Miami Marlins,-120,+100,3,7
03 Aug 2025,,San Francisco Giants,New York Mets,+140,-167,12,4
03 Aug 2025,,Kansas City Royals,Toronto Blue Jays,+125,-149,7,4
03 Aug 2025,,Milwaukee Brewers,Washington Nationals,-143,+120,14,3
03 Aug 2025,,Atlanta Braves,Cincinnati Reds,,,4,2
03 Aug 2025,,Los Angeles Dodgers,Tampa Bay Rays,-161,+135,3,0
03 Aug 2025,,Houston Astros,Boston Red Sox,-130,+110,1,6
02 Aug 2025,,St.Louis Cardinals,San Diego Padres,+135,-161,8,5
02 Aug 2025,,Chicago White Sox,Los Angeles Angels,+114,-137,1,0
02 Aug 2025,,Arizona Diamondbacks,Athletics,+110,-130,7,2
02 Aug 2025,,Houston Astros,Boston Red Sox,+114,-137,3,7
02 Aug 2025,,Minnesota Twins,Cleveland Guardians,+135,-161,4,5
02 Aug 2025,,New York Yankees,Miami Marlins,-105,-115,0,2
02 Aug 2025,,San Francisco Giants,New York Mets,+165,-200,6,12
02 Aug 2025,,Texas Rangers,Seattle Mariners,+110,-130,6,4
02 Aug 2025,,Detroit Tigers,Philadelphia Phillies,-105,-115,7,5
02 Aug 2025,,Milwaukee Brewers,Washington Nationals,-189,+154,8,2
02 Aug 2025,,Pittsburgh Pirates,Colorado Rockies,-238,+190,5,8
02 Aug 2025,,Kansas City Royals,Toronto Blue Jays,+120,-143,2,4
02 Aug 2025,,Baltimore Orioles,Chicago Cubs,+195,-238,4,3
02 Aug 2025,,Los Angeles Dodgers,Tampa Bay Rays,-118,-102,0,4
01 Aug 2025,,Texas Rangers,Seattle Mariners,+165,-200,3,4
01 Aug 2025,,Arizona Diamondbacks,Athletics,+114,-137,1,5
01 Aug 2025,,St.Louis Cardinals,San Diego Padres,+170,-208,1,4
01 Aug 2025,,Chicago White Sox,Los Angeles Angels,+114,-137,6,3
01 Aug 2025,,Pittsburgh Pirates,Colorado Rockies,-141,+120,16,17
01 Aug 2025,,Los Angeles Dodgers,Tampa Bay Rays,-118,-102,5,0
01 Aug 2025,,Houston Astros,Boston Red Sox,-125,+104,1,2
01 Aug 2025,,Minnesota Twins,Cleveland Guardians,+104,-125,2,3
01 Aug 2025,,New York Yankees,Miami Marlins,-161,+135,12,13
01 Aug 2025,,San Francisco Giants,New York Mets,+125,-149,4,3
01 Aug 2025,,Kansas City Royals,Toronto Blue Jays,+129,-154,9,3
01 Aug 2025,,Detroit Tigers,Philadelphia Phillies,+125,-149,4,5
01 Aug 2025,,Milwaukee Brewers,Washington Nationals,-154,+129,16,9
01 Aug 2025,,Baltimore Orioles,Chicago Cubs,+125,-149,0,1
01 Aug 2025,,Atlanta Braves,Cincinnati Reds,+120,-143,2,3
31 Jul 2025,,Texas Rangers,Seattle Mariners,+145,-175,0,6
31 Jul 2025,,Atlanta Braves,Cincinnati Reds,+140,-169,12,11
31 Jul 2025,,Tampa Bay Rays,New York Yankees,-120,+100,4,7
30 Jul 2025,,Seattle Mariners,Athletics,-149,+125,4,5
30 Jul 2025,,Texas Rangers,Los Angeles Angels,-130,+110,6,3
30 Jul 2025,,Miami Marlins,St.Louis Cardinals,+120,-141,2,0
30 Jul 2025,,Los Angeles Dodgers,Cincinnati Reds,-167,+140,2,5
30 Jul 2025,,Tampa Bay Rays,New York Yankees,+120,-141,4,5
30 Jul 2025,,Colorado Rockies,Cleveland Guardians,+145,-175,0,5
30 Jul 2025,,New York Mets,San Diego Padres,+100,-120,0,5
30 Jul 2025,,Pittsburgh Pirates,San Francisco Giants,+170,-208,2,1
30 Jul 2025,,Atlanta Braves,Kansas City Royals,+100,-120,0,1
30 Jul 2025,,Chicago Cubs,Milwaukee Brewers,+104,-125,10,3
30 Jul 2025,,Philadelphia Phillies,Chicago White Sox,-143,+120,3,9
30 Jul 2025,,Washington Nationals,Houston Astros,-110,-110,1,9
30 Jul 2025,,Arizona Diamondbacks,Detroit Tigers,+110,-130,2,7
30 Jul 2025,,Boston Red Sox,Minnesota Twins,+100,-120,13,1
30 Jul 2025,,Toronto Blue Jays,Baltimore Orioles,+100,-120,9,8
29 Jul 2025,,Seattle Mariners,Athletics,-110,-110,1,6
29 Jul 2025,,Pittsburgh Pirates,San Francisco Giants,+140,-167,3,1
29 Jul 2025,,New York Mets,San Diego Padres,-130,+110,1,7
29 Jul 2025,,Texas Rangers,Los Angeles Angels,+110,-133,5,8
29 Jul 2025,,Washington Nationals,Houston Astros,+104,-125,4,7
29 Jul 2025,,Miami Marlins,St.Louis Cardinals,+125,-149,5,0
29 Jul 2025,,Atlanta Braves,Kansas City Royals,+104,-125,6,9
29 Jul 2025,,Boston Red Sox,Minnesota Twins,-125,+104,8,5
29 Jul 2025,,Chicago Cubs,Milwaukee Brewers,+110,-130,3,9
29 Jul 2025,,Philadelphia Phillies,Chicago White Sox,-182,+150,6,3
29 Jul 2025,,Los Angeles Dodgers,Cincinnati Reds,-149,+125,5,4
29 Jul 2025,,Tampa Bay Rays,New York Yankees,+160,-192,5,7
29 Jul 2025,,Arizona Diamondbacks,Detroit Tigers,+135,-161,2,12
29 Jul 2025,,Colorado Rockies,Cleveland Guardians,+165,-200,4,10
29 Jul 2025,,Toronto Blue Jays,Baltimore Orioles,-125,+104,2,3
29 Jul 2025,,Toronto Blue Jays,Baltimore Orioles,+100,-120,4,16
28 Jul 2025,,Seattle Mariners,Athletics,-125,+104,3,1
28 Jul 2025,,Pittsburgh Pirates,San Francisco Giants,+114,-135,6,5
28 Jul 2025,,New York Mets,San Diego Padres,+110,-130,6,7
28 Jul 2025,,Texas Rangers,Los Angeles Angels,-222,+179,4,6
28 Jul 2025,,Washington Nationals,Houston Astros,+220,-278,2,1
28 Jul 2025,,Miami Marlins,St.Louis Cardinals,+104,-125,1,7
28 Jul 2025,,Atlanta Braves,Kansas City Royals,-169,+140,10,7
28 Jul 2025,,Boston Red Sox,Minnesota Twins,-110,-110,4,5
28 Jul 2025,,Chicago Cubs,Milwaukee Brewers,-115,-105,4,8
28 Jul 2025,,Philadelphia Phillies,Chicago White Sox,-238,+195,2,6
28 Jul 2025,,Los Angeles Dodgers,Cincinnati Reds,-149,+125,5,2
28 Jul 2025,,Tampa Bay Rays,New York Yankees,+110,-130,4,2
28 Jul 2025,,Arizona Diamondbacks,Detroit Tigers,+114,-135,1,5
28 Jul 2025,,Colorado Rockies,Cleveland Guardians,+220,-278,8,6
28 Jul 2025,,Toronto Blue Jays,Baltimore Orioles,-118,-102,4,11
27 Jul 2025,,New York Mets,San Francisco Giants,-125,+104,5,3
27 Jul 2025,,Seattle Mariners,Los Angeles Angels,-175,+145,1,4
27 Jul 2025,,Atlanta Braves,Texas Rangers,+104,-125,1,8
27 Jul 2025,,San Diego Padres,St.Louis Cardinals,+104,-125,9,2
27 Jul 2025,,Athletics,Houston Astros,+120,-143,7,1
27 Jul 2025,,Chicago Cubs,Chicago White Sox,-175,+145,5,4
27 Jul 2025,,Cleveland Guardians,Kansas City Royals,+114,-133,1,4
27 Jul 2025,,Miami Marlins,Milwaukee Brewers,+129,-154,2,3
27 Jul 2025,,Washington Nationals,Minnesota Twins,+145,-175,7,2
27 Jul 2025,,Tampa Bay Rays,Cincinnati Reds,-110,-110,1,2
27 Jul 2025,,Toronto Blue Jays,Detroit Tigers,-102,-118,4,10
27 Jul 2025,,Arizona Diamondbacks,Pittsburgh Pirates,+125,-149,0,6
27 Jul 2025,,Colorado Rockies,Baltimore Orioles,+170,-208,1,5
27 Jul 2025,,Los Angeles Dodgers,Boston Red Sox,-115,-105,3,4
27 Jul 2025,,Philadelphia Phillies,New York Yankees,-133,+114,3,4
26 Jul 2025,,Seattle Mariners,Los Angeles Angels,-133,+110,7,2
26 Jul 2025,,New York Mets,San Francisco Giants,-105,-115,2,1
26 Jul 2025,,Arizona Diamondbacks,Pittsburgh Pirates,-149,+125,0,2
26 Jul 2025,,Los Angeles Dodgers,Boston Red Sox,+140,-169,2,4
26 Jul 2025,,Cleveland Guardians,Kansas City Royals,+110,-133,6,4
26 Jul 2025,,San Diego Padres,St.Louis Cardinals,+120,-143,3,1
26 Jul 2025,,Athletics,Houston Astros,+150,-182,5,1
26 Jul 2025,,Chicago Cubs,Chicago White Sox,-189,+154,6,1
26 Jul 2025,,Miami Marlins,Milwaukee Brewers,+140,-169,7,4
26 Jul 2025,,Washington Nationals,Minnesota Twins,+200,-250,9,3
26 Jul 2025,,Atlanta Braves,Texas Rangers,-110,-110,5,6
26 Jul 2025,,Colorado Rockies,Baltimore Orioles,+200,-250,0,18
26 Jul 2025,,Tampa Bay Rays,Cincinnati Reds,+104,-125,2,6
26 Jul 2025,,Toronto Blue Jays,Detroit Tigers,+145,-179,6,1
26 Jul 2025,,Cleveland Guardians,Kansas City Royals,-105,-115,3,5
26 Jul 2025,,Philadelphia Phillies,New York Yankees,-133,+110,9,4
25 Jul 2025,,New York Mets,San Francisco Giants,+120,-141,8,1
25 Jul 2025,,Seattle Mariners,Los Angeles Angels,-130,+110,2,3
25 Jul 2025,,Athletics,Houston Astros,+114,-137,15,3
25 Jul 2025,,Washington Nationals,Minnesota Twins,+140,-167,0,1
25 Jul 2025,,Atlanta Braves,Texas Rangers,+129,-154,3,8
25 Jul 2025,,Chicago Cubs,Chicago White Sox,-182,+150,5,12
25 Jul 2025,,San Diego Padres,St.Louis Cardinals,-130,+110,0,3
25 Jul 2025,,Los Angeles Dodgers,Boston Red Sox,-105,-115,5,2
25 Jul 2025,,Tampa Bay Rays,Cincinnati Reds,-105,-115,2,7
25 Jul 2025,,Toronto Blue Jays,Detroit Tigers,-105,-115,6,2
25 Jul 2025,,Colorado Rockies,Baltimore Orioles,+165,-200,6,5
25 Jul 2025,,Philadelphia Phillies,New York Yankees,+140,-169,12,5
25 Jul 2025,,Arizona Diamondbacks,Pittsburgh Pirates,-115,-105,1,0
25 Jul 2025,,Miami Marlins,Milwaukee Brewers,+195,-238,5,1
24 Jul 2025,,Seattle Mariners,Los Angeles Angels,+125,-149,4,2
24 Jul 2025,,Athletics,Houston Astros,+125,-149,5,2
24 Jul 2025,,San Diego Padres,St.Louis Cardinals,+129,-154,7,9
24 Jul 2025,,Toronto Blue Jays,Detroit Tigers,+120,-141,11,4
24 Jul 2025,,Baltimore Orioles,Cleveland Guardians,+100,-120,4,3
23 Jul 2025,,Athletics,Texas Rangers,+118,-139,1,2
23 Jul 2025,,Chicago White Sox,Tampa Bay Rays,+185,-227,11,9
23 Jul 2025,,New York Yankees,Toronto Blue Jays,-139,+118,4,8
23 Jul 2025,,Boston Red Sox,Philadelphia Phillies,+135,-161,9,8
23 Jul 2025,,Baltimore Orioles,Cleveland Guardians,+110,-130,2,3
23 Jul 2025,,Minnesota Twins,Los Angeles Dodgers,+185,-227,3,4
23 Jul 2025,,Houston Astros,Arizona Diamondbacks,+118,-139,4,3
23 Jul 2025,,Milwaukee Brewers,Seattle Mariners,-105,-115,10,2
23 Jul 2025,,St.Louis Cardinals,Colorado Rockies,-189,+154,0,6
23 Jul 2025,,Kansas City Royals,Chicago Cubs,+150,-182,8,4
23 Jul 2025,,Los Angeles Angels,New York Mets,+150,-179,3,6
23 Jul 2025,,Detroit Tigers,Pittsburgh Pirates,-135,+114,1,6
23 Jul 2025,,San Francisco Giants,Atlanta Braves,+135,-161,9,3
23 Jul 2025,,San Diego Padres,Miami Marlins,-143,+120,2,3
23 Jul 2025,,Cincinnati Reds,Washington Nationals,-130,+110,5,0
22 Jul 2025,,Minnesota Twins,Los Angeles Dodgers,+170,-208,10,7
22 Jul 2025,,Houston Astros,Arizona Diamondbacks,-120,+100,3,1
22 Jul 2025,,Milwaukee Brewers,Seattle Mariners,+104,-125,0,1
22 Jul 2025,,St.Louis Cardinals,Colorado Rockies,-169,+140,4,8
22 Jul 2025,,Athletics,Texas Rangers,+195,-238,2,6
22 Jul 2025,,Kansas City Royals,Chicago Cubs,+200,-250,0,6
22 Jul 2025,,San Francisco Giants,Atlanta Braves,+100,-120,9,0
22 Jul 2025,,Los Angeles Angels,New York Mets,+145,-175,2,3
22 Jul 2025,,New York Yankees,Toronto Blue Jays,-105,-115,5,4
22 Jul 2025,,Chicago White Sox,Tampa Bay Rays,+200,-250,3,4
22 Jul 2025,,Boston Red Sox,Philadelphia Phillies,+154,-189,1,4
22 Jul 2025,,Cincinnati Reds,Washington Nationals,-139,+118,1,6
22 Jul 2025,,Baltimore Orioles,Cleveland Guardians,+140,-169,3,6
22 Jul 2025,,Detroit Tigers,Pittsburgh Pirates,-135,+114,5,8
22 Jul 2025,,San Diego Padres,Miami Marlins,+114,-133,3,4
21 Jul 2025,,Minnesota Twins,Los Angeles Dodgers,+154,-189,2,5
21 Jul 2025,,Houston Astros,Arizona Diamondbacks,+120,-143,6,3
21 Jul 2025,,Milwaukee Brewers,Seattle Mariners,+110,-130,6,0
21 Jul 2025,,St.Louis Cardinals,Colorado Rockies,-179,+150,6,2
21 Jul 2025,,Athletics,Texas Rangers,+100,-120,2,7
21 Jul 2025,,Kansas City Royals,Chicago Cubs,+125,-149,12,4
21 Jul 2025,,Chicago White Sox,Tampa Bay Rays,+179,-222,8,3
21 Jul 2025,,San Francisco Giants,Atlanta Braves,+114,-135,5,9
21 Jul 2025,,Los Angeles Angels,New York Mets,+154,-189,5,7
21 Jul 2025,,New York Yankees,Toronto Blue Jays,-120,+100,1,4
21 Jul 2025,,Boston Red Sox,Philadelphia Phillies,+195,-238,2,3
21 Jul 2025,,Cincinnati Reds,Washington Nationals,-125,+104,8,10
21 Jul 2025,,Baltimore Orioles,Cleveland Guardians,+114,-137,5,10
21 Jul 2025,,Detroit Tigers,Pittsburgh Pirates,+104,-125,0,3
21 Jul 2025,,San Diego Padres,Miami Marlins,+120,-143,2,1
20 Jul 2025,,Detroit Tigers,Texas Rangers,-182,+150,2,1
20 Jul 2025,,St.Louis Cardinals,Arizona Diamondbacks,+114,-139,3,5
20 Jul 2025,,Houston Astros,Seattle Mariners,+114,-139,11,3
20 Jul 2025,,Milwaukee Brewers,Los Angeles Dodgers,+140,-169,6,5
20 Jul 2025,,Minnesota Twins,Colorado Rockies,-250,+200,7,1
20 Jul 2025,,Boston Red Sox,Chicago Cubs,-137,+114,6,1
20 Jul 2025,,Athletics,Cleveland Guardians,-110,-110,2,8
20 Jul 2025,,Cincinnati Reds,New York Mets,+114,-137,2,3
20 Jul 2025,,Kansas City Royals,Miami Marlins,-120,+100,7,4
20 Jul 2025,,New York Yankees,Atlanta Braves,+110,-130,4,2
20 Jul 2025,,Chicago White Sox,Pittsburgh Pirates,+118,-143,7,2
20 Jul 2025,,Los Angeles Angels,Philadelphia Phillies,+140,-169,8,2
20 Jul 2025,,San Diego Padres,Washington Nationals,-125,+104,8,1
20 Jul 2025,,Baltimore Orioles,Tampa Bay Rays,+100,-120,5,3
20 Jul 2025,,San Francisco Giants,Toronto Blue Jays,-102,-118,6,8
19 Jul 2025,,Houston Astros,Seattle Mariners,+114,-137,6,7
19 Jul 2025,,Milwaukee Brewers,Los Angeles Dodgers,+104,-125,8,7
19 Jul 2025,,Minnesota Twins,Colorado Rockies,-200,+165,6,10
19 Jul 2025,,St.Louis Cardinals,Arizona Diamondbacks,-137,+114,1,10
19 Jul 2025,,New York Yankees,Atlanta Braves,-130,+110,12,9
19 Jul 2025,,Boston Red Sox,Chicago Cubs,+129,-154,0,6
19 Jul 2025,,Athletics,Cleveland Guardians,+114,-139,8,2
19 Jul 2025,,Baltimore Orioles,Tampa Bay Rays,+110,-130,3,4
19 Jul 2025,,Detroit Tigers,Texas Rangers,-105,-115,1,4
19 Jul 2025,,San Diego Padres,Washington Nationals,-139,+114,2,4
19 Jul 2025,,Chicago White Sox,Pittsburgh Pirates,+114,-137,10,4
19 Jul 2025,,Los Angeles Angels,Philadelphia Phillies,+114,-135,5,9
19 Jul 2025,,Cincinnati Reds,New York Mets,+150,-182,5,2
19 Jul 2025,,Kansas City Royals,Miami Marlins,-120,+100,1,3
19 Jul 2025,,San Francisco Giants,Toronto Blue Jays,-130,+110,3,6
18 Jul 2025,,Houston Astros,Seattle Mariners,+125,-149,1,6
18 Jul 2025,,Milwaukee Brewers,Los Angeles Dodgers,+154,-189,2,0
18 Jul 2025,,St.Louis Cardinals,Arizona Diamondbacks,-110,-110,3,7
18 Jul 2025,,Minnesota Twins,Colorado Rockies,-182,+150,4,6
18 Jul 2025,,Detroit Tigers,Texas Rangers,-105,-115,0,2
18 Jul 2025,,Baltimore Orioles,Tampa Bay Rays,+104,-125,1,11
18 Jul 2025,,New York Yankees,Atlanta Braves,+114,-137,3,7
18 Jul 2025,,Athletics,Cleveland Guardians,+110,-130,6,8
18 Jul 2025,,Cincinnati Reds,New York Mets,+135,-161,8,4
18 Jul 2025,,Kansas City Royals,Miami Marlins,-115,-105,7,8
18 Jul 2025,,San Francisco Giants,Toronto Blue Jays,+114,-137,0,4
18 Jul 2025,,Los Angeles Angels,Philadelphia Phillies,+179,-222,6,5
18 Jul 2025,,San Diego Padres,Washington Nationals,-149,+125,7,2
18 Jul 2025,,Chicago White Sox,Pittsburgh Pirates,+129,-154,10,1
18 Jul 2025,,Boston Red Sox,Chicago Cubs,+114,-137,1,4
15 Jul 2025,,American League,National League,+104,-125,6,7
13 Jul 2025,,Philadelphia Phillies,San Diego Padres,-130,+110,2,1
13 Jul 2025,,Arizona Diamondbacks,Los Angeles Angels,+110,-130,5,1
13 Jul 2025,,Toronto Blue Jays,Athletics,-125,+104,3,6
13 Jul 2025,,Los Angeles Dodgers,San Francisco Giants,-139,+114,5,2
13 Jul 2025,,Atlanta Braves,St.Louis Cardinals,+135,-161,4,5
13 Jul 2025,,Cleveland Guardians,Chicago White Sox,-137,+114,6,5
13 Jul 2025,,Texas Rangers,Houston Astros,+110,-133,5,1
13 Jul 2025,,New York Mets,Kansas City Royals,-105,-115,2,3
13 Jul 2025,,Washington Nationals,Milwaukee Brewers,+225,-278,1,8
13 Jul 2025,,Pittsburgh Pirates,Minnesota Twins,+135,-161,2,1
13 Jul 2025,,Colorado Rockies,Cincinnati Reds,+200,-250,2,4
13 Jul 2025,,Seattle Mariners,Detroit Tigers,-110,-110,8,4
13 Jul 2025,,Miami Marlins,Baltimore Orioles,+114,-139,11,1
13 Jul 2025,,Tampa Bay Rays,Boston Red Sox,+100,-120,1,4
13 Jul 2025,,Chicago Cubs,New York Yankees,+110,-130,4,1
12 Jul 2025,,Toronto Blue Jays,Athletics,-143,+118,3,4
12 Jul 2025,,Arizona Diamondbacks,Los Angeles Angels,+110,-133,5,10
12 Jul 2025,,Texas Rangers,Houston Astros,+104,-125,4,5
12 Jul 2025,,Philadelphia Phillies,San Diego Padres,-189,+154,4,5
12 Jul 2025,,Tampa Bay Rays,Boston Red Sox,+154,-189,0,1
12 Jul 2025,,Cleveland Guardians,Chicago White Sox,-143,+118,6,2
12 Jul 2025,,Colorado Rockies,Cincinnati Reds,+240,-303,3,4
12 Jul 2025,,New York Mets,Kansas City Royals,-133,+110,3,1
12 Jul 2025,,Washington Nationals,Milwaukee Brewers,+220,-278,5,6
12 Jul 2025,,Miami Marlins,Baltimore Orioles,+135,-167,6,0
12 Jul 2025,,Los Angeles Dodgers,San Francisco Giants,-161,+135,2,1
12 Jul 2025,,Atlanta Braves,St.Louis Cardinals,-115,-105,7,6
12 Jul 2025,,Pittsburgh Pirates,Minnesota Twins,+110,-133,4,12
12 Jul 2025,,Seattle Mariners,Detroit Tigers,-102,-118,15,7
12 Jul 2025,,Chicago Cubs,New York Yankees,+140,-169,5,2
11 Jul 2025,,Los Angeles Dodgers,San Francisco Giants,+114,-139,7,8
11 Jul 2025,,Toronto Blue Jays,Athletics,-175,+145,7,6
11 Jul 2025,,Philadelphia Phillies,San Diego Padres,-169,+140,2,4
11 Jul 2025,,Arizona Diamondbacks,Los Angeles Angels,-110,-110,5,6
11 Jul 2025,,Atlanta Braves,St.Louis Cardinals,-105,-115,6,5
11 Jul 2025,,Cleveland Guardians,Chicago White Sox,-128,+110,4,5
11 Jul 2025,,Texas Rangers,Houston Astros,+104,-125,7,3
11 Jul 2025,,New York Mets,Kansas City Royals,-139,+114,8,3
11 Jul 2025,,Washington Nationals,Milwaukee Brewers,+179,-222,3,8
11 Jul 2025,,Pittsburgh Pirates,Minnesota Twins,+118,-143,1,2
11 Jul 2025,,Tampa Bay Rays,Boston Red Sox,-110,-110,4,5
11 Jul 2025,,Colorado Rockies,Cincinnati Reds,+200,-250,3,2
11 Jul 2025,,Seattle Mariners,Detroit Tigers,+229,-294,12,3
11 Jul 2025,,Miami Marlins,Baltimore Orioles,+118,-143,2,5
11 Jul 2025,,Chicago Cubs,New York Yankees,+140,-169,0,11
11 Jul 2025,,Cleveland Guardians,Chicago White Sox,-125,+104,4,2
10 Jul 2025,,Arizona Diamondbacks,San Diego Padres,-125,+104,3,4
10 Jul 2025,,Texas Rangers,Los Angeles Angels,-105,-115,11,4
10 Jul 2025,,Atlanta Braves,Athletics,-200,+165,4,5
10 Jul 2025,,Washington Nationals,St.Louis Cardinals,+120,-143,1,8
10 Jul 2025,,Tampa Bay Rays,Boston Red Sox,-105,-115,3,4
10 Jul 2025,,Seattle Mariners,New York Yankees,-115,-105,5,6
